uri,is_viral,repost_5m,repost_15m,repost_30m,repost_60m,repost_15_to_30m,repost_acceleration,repost_velocity_ratio,repost_burst_ratio,repost_growth_30_to_60m,like_5m,like_15m,like_30m,like_60m,like_15_to_30m,like_acceleration,like_velocity_ratio,like_burst_ratio,like_growth_30_to_60m,reply_5m,reply_15m,reply_30m,reply_60m,reply_15_to_30m,reply_acceleration,reply_velocity_ratio,reply_burst_ratio,reply_growth_30_to_60m,quote_5m,quote_15m,quote_30m,quote_60m,quote_15_to_30m,quote_acceleration,quote_velocity_ratio,quote_burst_ratio,quote_growth_30_to_60m,ttf_repost_sec,ttf_like_sec,ttf_reply_sec,ttf_quote_sec,text_len,has_embed,author_followers,author_followers_log,author_is_whale,total_engagement_30m,like_repost_ratio_30m,reply_repost_ratio_30m,quote_repost_ratio_30m
at://did:plc:e73hqeabyrnpn7o52czpykyc/app.bsky.feed.post/3mjcmddc3rc2d,1,1,2,6,6,4,2,1.3333333333333333,0.14285714285714285,0.8571428571428571,1,5,25,25,20,15,3.3333333333333335,0.038461538461538464,0.9615384615384616,0,1,2,2,1,0,0.5,0.0,0.6666666666666666,0,0,1,1,1,1,1.0,0.0,0.5,38.162543,35.86882,478.663645,1627.98002,33,1,0,0.0,0,34,3.5714285714285716,0.2857142857142857,0.14285714285714285
at://did:plc:e73hqeabyrnpn7o52czpykyc/app.bsky.feed.post/3mjcruqswus27,1,1,3,16,16,13,10,3.25,0.058823529411764705,0.9411764705882353,4,13,66,66,53,40,3.7857142857142856,0.05970149253731343,0.9850746268656716,0,0,0,0,0,0,0.0,0.0,0.0,0,0,1,1,1,1,1.0,0.0,0.5,94.643573,39.512014,9999.0,1083.845064,184,1,0,0.0,0,83,3.8823529411764706,0.0,0.058823529411764705
at://did:plc:e73hqeabyrnpn7o52czpykyc/app.bsky.feed.post/3mjd7n472622y,1,3,5,8,8,3,-2,0.5,0.3333333333333333,0.8888888888888888,3,9,17,17,8,-1,0.8,0.16666666666666666,0.9444444444444444,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,69.579979,73.091715,9999.0,9999.0,252,1,0,0.0,0,25,1.8888888888888888,0.0,0.0
at://did:plc:e7gbntp2tzobn7cfi37viei3/app.bsky.feed.post/3mjdmwu5b4c2r,1,55,111,135,135,24,-87,0.21428571428571427,0.40441176470588236,0.9926470588235294,224,572,807,807,235,-337,0.41012216404886565,0.27722772277227725,0.9987623762376238,12,44,64,64,20,-24,0.4444444444444444,0.18461538461538463,0.9846153846153847,24,38,41,41,3,-35,0.07692307692307693,0.5714285714285714,0.9761904761904762,18.80572,3.033357,35.106911,22.93998,56,0,0,0.0,0,1047,5.9338235294117645,0.47058823529411764,0.3014705882352941
at://did:plc:e7gbntp2tzobn7cfi37viei3/app.bsky.feed.post/3mjdrvxft4k2s,1,16,37,80,80,43,6,1.131578947368421,0.19753086419753085,0.9876543209876543,54,120,264,264,144,24,1.1900826446280992,0.2037735849056604,0.9962264150943396,25,63,147,147,84,21,1.3125,0.16891891891891891,0.9932432432432432,19,58,150,150,92,34,1.5593220338983051,0.12582781456953643,0.9933774834437086,35.395023,22.983581,39.718914,59.577585,59,1,0,0.0,0,641,3.259259259259259,1.8148148148148149,1.8518518518518519
at://did:plc:e7l7phc2iyzctlka3njd6nrm/app.bsky.feed.post/3mjdddypzz225,1,11,22,35,35,13,-9,0.5652173913043478,0.3055555555555556,0.9722222222222222,35,70,122,122,52,-18,0.7323943661971831,0.2845528455284553,0.991869918699187,1,3,3,3,0,-3,0.0,0.25,0.75,0,1,1,1,0,-1,0.0,0.0,0.5,52.883387,8.378015,21.485003,334.406929,43,1,0,0.0,0,161,3.388888888888889,0.08333333333333333,0.027777777777777776
at://did:plc:eapydkyjvq3qs4rm5do7swcp/app.bsky.feed.post/3mjd6blx7xk2p,1,5,27,60,60,33,6,1.1785714285714286,0.08196721311475409,0.9836065573770492,44,138,272,272,134,-4,0.9640287769784173,0.16117216117216118,0.9963369963369964,0,0,0,0,0,0,0.0,0.0,0.0,0,0,1,1,1,1,1.0,0.0,0.5,21.67829,6.025151,9999.0,1434.528735,0,1,0,0.0,0,333,4.459016393442623,0.0,0.01639344262295082
at://did:plc:eayu4cy6hwffvf6isjkr6oi3/app.bsky.feed.post/3mjcwzop6n22o,1,17,34,44,44,10,-24,0.2857142857142857,0.37777777777777777,0.9777777777777777,80,186,258,258,72,-114,0.3850267379679144,0.3088803088803089,0.9961389961389961,1,3,5,5,2,-1,0.5,0.16666666666666666,0.8333333333333334,0,0,0,0,0,0,0.0,0.0,0.0,29.327165,13.353721,220.428453,9999.0,14,1,0,0.0,0,307,5.733333333333333,0.1111111111111111,0.0
at://did:plc:ec2tffxu7p33x7htouoscyap/app.bsky.feed.post/3mjdg2yrs6p22,1,15,54,88,88,34,-20,0.6181818181818182,0.16853932584269662,0.9887640449438202,9,38,66,66,28,-10,0.717948717948718,0.13432835820895522,0.9850746268656716,0,0,3,3,3,3,3.0,0.0,0.75,1,3,6,6,3,0,0.75,0.14285714285714285,0.8571428571428571,76.233458,74.546431,1058.519241,282.782402,293,0,0,0.0,0,163,0.7415730337078652,0.033707865168539325,0.06741573033707865
at://did:plc:ecfxgu77hr3pbmx43woxtlxj/app.bsky.feed.post/3mjdftyo2xk2i,1,12,28,44,44,16,-12,0.5517241379310345,0.26666666666666666,0.9777777777777777,46,112,194,194,82,-30,0.7256637168141593,0.2358974358974359,0.9948717948717949,2,6,8,8,2,-4,0.2857142857142857,0.2222222222222222,0.8888888888888888,0,0,0,0,0,0,0.0,0.0,0.0,42.659406,15.609654,82.996944,9999.0,48,1,0,0.0,0,246,4.311111111111111,0.17777777777777778,0.0
at://did:plc:echizhaaqev7ver7l6acqbug/app.bsky.feed.post/3mjcgqhahzs27,1,2,3,4,4,1,-2,0.25,0.4,0.8,5,6,8,8,2,-4,0.2857142857142857,0.5555555555555556,0.8888888888888888,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,23.151707,15.069933,9999.0,9999.0,0,1,0,0.0,0,12,1.6,0.0,0.0
at://did:plc:eclio37ymobqex2ncko63h4r/app.bsky.feed.post/3mjd4wnz6xm2t,1,43,70,88,88,18,-52,0.2535211267605634,0.48314606741573035,0.9887640449438202,215,368,454,454,86,-282,0.23306233062330622,0.4725274725274725,0.9978021978021978,19,42,49,49,7,-35,0.16279069767441862,0.38,0.98,16,34,43,43,9,-25,0.2571428571428571,0.36363636363636365,0.9772727272727273,21.152168,14.551312,63.933654,55.02805,198,1,0,0.0,0,634,5.101123595505618,0.550561797752809,0.48314606741573035
at://did:plc:eclio37ymobqex2ncko63h4r/app.bsky.feed.post/3mjd6fpnwwi2p,1,14,33,57,57,24,-9,0.7058823529411765,0.2413793103448276,0.9827586206896551,91,239,370,370,131,-108,0.5458333333333333,0.24528301886792453,0.9973045822102425,4,8,15,15,7,-1,0.7777777777777778,0.25,0.9375,1,7,12,12,5,-2,0.625,0.07692307692307693,0.9230769230769231,28.456876,19.329412,101.764721,159.53659,216,1,0,0.0,0,454,6.379310344827586,0.25862068965517243,0.20689655172413793
at://did:plc:ede7vytzyl7vums23i4oiz2a/app.bsky.feed.post/3mjda5tawkk2g,1,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,9999.0,9999.0,9999.0,9999.0,242,0,0,0.0,0,0,0.0,0.0,0.0
at://did:plc:edi6iddffu2gnor2braplkz4/app.bsky.feed.post/3mjcsa34vpk2g,1,7,21,28,28,7,-14,0.3181818181818182,0.2413793103448276,0.9655172413793104,35,93,149,149,56,-37,0.5957446808510638,0.23333333333333334,0.9933333333333333,0,3,3,3,0,-3,0.0,0.0,0.75,0,0,0,0,0,0,0.0,0.0,0.0,32.811628,9.602167,458.04837,9999.0,138,1,0,0.0,0,180,5.137931034482759,0.10344827586206896,0.0
at://did:plc:ednjbztnfs7tzwmmsnyd2h7h/app.bsky.feed.post/3mjc7uqx7gk2k,1,1,5,9,9,4,-1,0.6666666666666666,0.1,0.9,1,4,7,7,3,-1,0.6,0.125,0.875,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,45.438278,280.403072,9999.0,9999.0,139,1,0,0.0,0,16,0.7,0.0,0.0
at://did:plc:eert7agpourvxsjdna3clqae/app.bsky.feed.post/3mjcbuwcagk25,1,2,3,3,3,0,-3,0.0,0.5,0.75,2,3,4,4,1,-2,0.25,0.4,0.8,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,24.720703,21.21997,9999.0,9999.0,301,1,0,0.0,0,7,1.0,0.0,0.0
at://did:plc:eezrj7dplg2goacopghccdgq/app.bsky.feed.post/3mjdz627ync2h,1,16,34,52,52,18,-16,0.5142857142857142,0.3018867924528302,0.9811320754716981,35,88,135,135,47,-41,0.5280898876404494,0.25735294117647056,0.9926470588235294,6,30,41,41,11,-19,0.3548387096774194,0.14285714285714285,0.9761904761904762,1,5,7,7,2,-3,0.3333333333333333,0.125,0.875,23.260536,20.973088,69.957815,251.448019,152,1,0,0.0,0,235,2.547169811320755,0.7735849056603774,0.1320754716981132
at://did:plc:efe44gdkbuuyqgisirmzdkk3/app.bsky.feed.post/3mjckpo75622y,1,1,6,9,9,3,-3,0.42857142857142855,0.1,0.9,3,9,9,9,0,-9,0.0,0.3,0.9,1,6,6,6,0,-6,0.0,0.14285714285714285,0.8571428571428571,0,0,1,1,1,1,1.0,0.0,0.5,16.150933,14.773142,53.286247,914.60567,127,0,0,0.0,0,25,0.9,0.6,0.1
at://did:plc:efx3llkdwipqoz4ie37tego6/app.bsky.feed.post/3mjd4w2acwc2y,1,20,70,137,137,67,-3,0.9436619718309859,0.14492753623188406,0.9927536231884058,106,410,739,739,329,-81,0.8004866180048662,0.14324324324324325,0.9986486486486487,1,1,2,2,1,0,0.5,0.3333333333333333,0.6666666666666666,2,6,10,10,4,-2,0.5714285714285714,0.18181818181818182,0.9090909090909091,12.866139,18.529468,246.298894,165.321512,282,0,0,0.0,0,888,5.355072463768116,0.014492753623188406,0.07246376811594203
at://did:plc:ehclpwko6zkcrb4ys7fidvz2/app.bsky.feed.post/3mjc7avduzs2l,1,0,1,4,4,3,2,1.5,0.0,0.8,2,16,35,35,19,3,1.1176470588235294,0.05555555555555555,0.9722222222222222,0,1,2,2,1,0,0.5,0.0,0.6666666666666666,0,0,1,1,1,1,1.0,0.0,0.5,386.083112,146.882827,438.555837,1792.360937,72,1,0,0.0,0,42,7.0,0.4,0.2
at://did:plc:ehj3bevkjdk644tzcpb2ufjn/app.bsky.feed.post/3mjbutxfbsyqn,1,2,11,12,12,1,-10,0.08333333333333333,0.15384615384615385,0.9230769230769231,7,25,40,40,15,-10,0.5769230769230769,0.17073170731707318,0.975609756097561,6,6,6,6,0,-6,0.0,0.8571428571428571,0.8571428571428571,0,0,0,0,0,0,0.0,0.0,0.0,272.650097,36.117512,0.025195,9999.0,210,1,0,0.0,0,58,3.076923076923077,0.46153846153846156,0.0
at://did:plc:eiivbarxx5zntuz472i4wzsb/app.bsky.feed.post/3mjd2pkevu223,1,0,2,3,3,1,-1,0.3333333333333333,0.0,0.75,5,9,11,11,2,-7,0.2,0.4166666666666667,0.9166666666666666,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,468.843584,14.759822,9999.0,9999.0,75,1,0,0.0,0,14,2.75,0.0,0.0
at://did:plc:eimdc3bx5o2f2x3bnmbc6oov/app.bsky.feed.post/3mjcnncy2dk2l,1,7,18,24,24,6,-12,0.3157894736842105,0.28,0.96,35,80,114,114,34,-46,0.41975308641975306,0.30434782608695654,0.991304347826087,7,10,17,17,7,-3,0.6363636363636364,0.3888888888888889,0.9444444444444444,0,0,0,0,0,0,0.0,0.0,0.0,16.656291,9.551504,92.714282,9999.0,76,1,0,0.0,0,155,4.56,0.68,0.0
at://did:plc:eiy43primwsskzb3g2myssl6/app.bsky.feed.post/3mjchqagqgk27,1,3,12,21,21,9,-3,0.6923076923076923,0.13636363636363635,0.9545454545454546,19,44,68,68,24,-20,0.5333333333333333,0.2753623188405797,0.9855072463768116,1,2,3,3,1,-1,0.3333333333333333,0.25,0.75,0,0,0,0,0,0,0.0,0.0,0.0,39.867393,23.583689,111.147625,9999.0,48,1,0,0.0,0,92,3.090909090909091,0.13636363636363635,0.0
at://did:plc:ejihld4sywvvqwe67cdkn4jq/app.bsky.feed.post/3mjcncj27xk2x,1,32,61,105,105,44,-17,0.7096774193548387,0.3018867924528302,0.9905660377358491,264,499,757,757,258,-241,0.516,0.3482849604221636,0.9986807387862797,13,30,43,43,13,-17,0.41935483870967744,0.29545454545454547,0.9772727272727273,1,2,6,6,4,2,1.3333333333333333,0.14285714285714285,0.8571428571428571,16.652404,6.95202,31.054815,233.290168,78,0,0,0.0,0,911,7.1415094339622645,0.4056603773584906,0.05660377358490566
at://did:plc:ejihld4sywvvqwe67cdkn4jq/app.bsky.feed.post/3mjcwsuiq5s2x,1,10,25,43,43,18,-7,0.6923076923076923,0.22727272727272727,0.9772727272727273,115,274,444,444,170,-104,0.6181818181818182,0.25842696629213485,0.9977528089887641,4,5,12,12,7,2,1.1666666666666667,0.3076923076923077,0.9230769230769231,0,2,4,4,2,0,0.6666666666666666,0.0,0.8,27.016717,4.965662,74.431537,388.344161,120,1,0,0.0,0,503,10.090909090909092,0.2727272727272727,0.09090909090909091
at://did:plc:ejihld4sywvvqwe67cdkn4jq/app.bsky.feed.post/3mjdvzhxzdk2o,1,15,29,78,78,49,20,1.6333333333333333,0.189873417721519,0.9873417721518988,266,494,882,882,388,-106,0.7838383838383839,0.3012457531143828,0.9988674971687429,20,37,58,58,21,-16,0.5526315789473685,0.3389830508474576,0.9830508474576272,3,8,15,15,7,-1,0.7777777777777778,0.1875,0.9375,19.964987,5.882244,32.892082,40.286328,59,0,0,0.0,0,1033,11.164556962025317,0.7341772151898734,0.189873417721519
at://did:plc:ejihld4sywvvqwe67cdkn4jq/app.bsky.feed.post/3mje3qxhuhs2o,1,18,38,52,52,14,-24,0.358974358974359,0.33962264150943394,0.9811320754716981,196,391,586,586,195,-196,0.49744897959183676,0.3339011925042589,0.9982964224872232,12,22,26,26,4,-18,0.17391304347826086,0.4444444444444444,0.9629629629629629,1,1,2,2,1,0,0.5,0.3333333333333333,0.6666666666666666,16.497709,6.212323,49.597897,193.527748,33,0,0,0.0,0,666,11.056603773584905,0.49056603773584906,0.03773584905660377
at://did:plc:ejn65bhldoibxd6vpruegafq/app.bsky.feed.post/3mjd5qkmqwc23,1,26,63,95,95,32,-31,0.5,0.2708333333333333,0.9895833333333334,94,233,369,369,136,-97,0.5811965811965812,0.25405405405405407,0.9972972972972973,2,3,3,3,0,-3,0.0,0.5,0.75,0,0,0,0,0,0,0.0,0.0,0.0,7.288478,4.930936,58.44133,9999.0,9,1,0,0.0,0,467,3.84375,0.03125,0.0
at://did:plc:ejomhwrd643aqn7ddq3z3z5r/app.bsky.feed.post/3mjcl6j3zx22k,1,5,6,15,15,9,3,1.2857142857142858,0.3125,0.9375,20,32,59,59,27,-5,0.8181818181818182,0.3333333333333333,0.9833333333333333,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,123.687224,19.755301,9999.0,9999.0,7,1,0,0.0,0,74,3.6875,0.0,0.0
at://did:plc:ekescmyy3eedx7pykbkhnhnd/app.bsky.feed.post/3mjctcrbqn22w,1,8,14,25,25,11,-3,0.7333333333333333,0.3076923076923077,0.9615384615384616,22,45,74,74,29,-16,0.6304347826086957,0.29333333333333333,0.9866666666666667,0,0,2,2,2,2,2.0,0.0,0.6666666666666666,0,0,1,1,1,1,1.0,0.0,0.5,96.159479,10.097402,1208.173735,1180.441647,52,1,0,0.0,0,102,2.8461538461538463,0.07692307692307693,0.038461538461538464
at://did:plc:emsaadhdxass7r4hr2rwdorq/app.bsky.feed.post/3mjbfxg6jbs2b,1,6,17,23,23,6,-11,0.3333333333333333,0.25,0.9583333333333334,37,74,109,109,35,-39,0.4666666666666667,0.33636363636363636,0.990909090909091,2,3,3,3,0,-3,0.0,0.5,0.75,0,0,0,0,0,0,0.0,0.0,0.0,39.88921,15.490563,47.089075,9999.0,82,1,0,0.0,0,135,4.541666666666667,0.125,0.0
at://did:plc:emt3p4o44z7joo4cdxfgkdb6/app.bsky.feed.post/3mjck3jttrs25,1,25,38,64,64,26,-12,0.6666666666666666,0.38461538461538464,0.9846153846153847,53,117,191,191,74,-43,0.6271186440677966,0.2760416666666667,0.9947916666666666,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,28.84306,29.517905,9999.0,9999.0,0,1,0,0.0,0,255,2.9384615384615387,0.0,0.0
at://did:plc:eofhu764vyhvx4cadsil5vch/app.bsky.feed.post/3mjdmfv3df42v,1,1,1,1,1,0,-1,0.0,0.5,0.5,7,8,11,11,3,-5,0.3333333333333333,0.5833333333333334,0.9166666666666666,0,1,2,2,1,0,0.5,0.0,0.6666666666666666,0,0,0,0,0,0,0.0,0.0,0.0,210.922735,26.33568,345.817913,9999.0,299,0,0,0.0,0,14,5.5,1.0,0.0
at://did:plc:eogxtlhxbpflao6c5re5yrvh/app.bsky.feed.post/3mjdhasi2ls2e,1,2,48,80,80,32,-16,0.6530612244897959,0.024691358024691357,0.9876543209876543,1,230,404,404,174,-56,0.7532467532467533,0.0024691358024691358,0.9975308641975309,0,6,11,11,5,-1,0.7142857142857143,0.0,0.9166666666666666,0,3,7,7,4,1,1.0,0.0,0.875,91.908248,291.377941,417.01854,610.759343,55,1,0,0.0,0,502,4.987654320987654,0.13580246913580246,0.08641975308641975
at://did:plc:eou6xmv4yxyp4i6i2373hwnm/app.bsky.feed.post/3mjcax7zeh22k,1,9,16,25,25,9,-7,0.5294117647058824,0.34615384615384615,0.9615384615384616,25,46,65,65,19,-27,0.40425531914893614,0.3787878787878788,0.9848484848484849,3,4,6,6,2,-2,0.4,0.42857142857142855,0.8571428571428571,0,0,1,1,1,1,1.0,0.0,0.5,18.64475,10.701404,47.545133,1021.842312,296,1,0,0.0,0,97,2.5,0.23076923076923078,0.038461538461538464
at://did:plc:eoubixb44hjgq7susyystrmw/app.bsky.feed.post/3mjcsvfxv5s27,1,21,61,113,113,52,-9,0.8387096774193549,0.18421052631578946,0.9912280701754386,91,253,492,492,239,-14,0.9409448818897638,0.1845841784989858,0.9979716024340771,4,5,8,8,3,-2,0.5,0.4444444444444444,0.8888888888888888,0,1,4,4,3,2,1.5,0.0,0.8,26.955839,6.873204,118.916085,464.873059,26,1,0,0.0,0,617,4.315789473684211,0.07017543859649122,0.03508771929824561
at://did:plc:eppsmw5nfmdzhfeymtzd3xbe/app.bsky.feed.post/3mjcgrehluc2s,1,5,17,26,26,9,-8,0.5,0.18518518518518517,0.9629629629629629,26,64,98,98,34,-30,0.5230769230769231,0.26262626262626265,0.98989898989899,1,5,9,9,4,-1,0.6666666666666666,0.1,0.9,4,4,4,4,0,-4,0.0,0.8,0.8,42.595155,26.061631,142.852237,52.675667,189,1,0,0.0,0,137,3.6296296296296298,0.3333333333333333,0.14814814814814814
at://did:plc:eppsmw5nfmdzhfeymtzd3xbe/app.bsky.feed.post/3mjdu3cuvfk2c,1,15,45,75,75,30,-15,0.6521739130434783,0.19736842105263158,0.9868421052631579,32,110,196,196,86,-24,0.7747747747747747,0.16243654822335024,0.9949238578680203,5,18,34,34,16,-2,0.8421052631578947,0.14285714285714285,0.9714285714285714,0,3,10,10,7,4,1.75,0.0,0.9090909090909091,10.61156,12.295833,150.662363,481.319353,212,1,0,0.0,0,315,2.5789473684210527,0.4473684210526316,0.13157894736842105
at://did:plc:eptsbbc2augpscrasgwco2kd/app.bsky.feed.post/3mjdrrrxbvc2h,1,38,82,143,143,61,-21,0.7349397590361446,0.2638888888888889,0.9930555555555556,135,292,523,523,231,-61,0.78839590443686,0.25763358778625955,0.9980916030534351,7,25,60,60,35,10,1.3461538461538463,0.11475409836065574,0.9836065573770492,1,8,15,15,7,-1,0.7777777777777778,0.0625,0.9375,29.43739,5.406325,124.675767,178.142815,231,1,0,0.0,0,741,3.6319444444444446,0.4166666666666667,0.10416666666666667
at://did:plc:eqh433fdh2bqhvt455e3tg67/app.bsky.feed.post/3mjdunjvqwk2x,1,22,41,60,60,19,-22,0.4523809523809524,0.36065573770491804,0.9836065573770492,168,298,428,428,130,-168,0.43478260869565216,0.3916083916083916,0.9976689976689976,4,6,7,7,1,-5,0.14285714285714285,0.5,0.875,0,0,0,0,0,0,0.0,0.0,0.0,12.706381,8.973328,67.485731,9999.0,0,1,0,0.0,0,495,7.016393442622951,0.11475409836065574,0.0
at://did:plc:eqj3d7isy55vl4gwhct5ytzf/app.bsky.feed.post/3mjcvd3v7bs27,1,2,3,25,25,22,19,5.5,0.07692307692307693,0.9615384615384616,2,9,64,64,55,46,5.5,0.03076923076923077,0.9846153846153847,2,4,5,5,1,-3,0.2,0.3333333333333333,0.8333333333333334,0,0,1,1,1,1,1.0,0.0,0.5,229.267959,26.260391,216.160822,1733.048089,230,1,0,0.0,0,95,2.4615384615384617,0.19230769230769232,0.038461538461538464
at://did:plc:eqmp53bkb6b4pz5nonpx22ii/app.bsky.feed.post/3mjd2ziy34a2b,1,6,13,24,24,11,-2,0.7857142857142857,0.24,0.96,32,67,124,124,57,-10,0.8382352941176471,0.256,0.992,0,0,1,1,1,1,1.0,0.0,0.5,0,0,0,0,0,0,0.0,0.0,0.0,42.091375,11.408294,1454.715366,9999.0,14,1,0,0.0,0,149,4.96,0.04,0.0
at://did:plc:eresqbn7jznfzl4nh2wpyfqa/app.bsky.feed.post/3mjdwo6qj7k2w,1,0,3,28,28,25,22,6.25,0.0,0.9655172413793104,1,24,196,196,172,148,6.88,0.005076142131979695,0.9949238578680203,0,1,15,15,14,13,7.0,0.0,0.9375,0,1,7,7,6,5,3.0,0.0,0.875,749.736632,194.902404,705.416443,700.643043,27,1,0,0.0,0,246,6.758620689655173,0.5172413793103449,0.2413793103448276
at://did:plc:ernjxefnyk2hhwhbd3zblykf/app.bsky.feed.post/3mjd4w7zcts2t,1,6,44,74,74,30,-14,0.6666666666666666,0.08,0.9866666666666667,98,282,443,443,161,-121,0.568904593639576,0.22072072072072071,0.9977477477477478,3,5,10,10,5,0,0.8333333333333334,0.2727272727272727,0.9090909090909091,0,1,3,3,2,1,1.0,0.0,0.75,25.683999,11.87799,61.103531,605.464179,137,1,0,0.0,0,530,5.906666666666666,0.13333333333333333,0.04
at://did:plc:ernjxefnyk2hhwhbd3zblykf/app.bsky.feed.post/3mjdb7fi7ds2m,1,50,94,167,167,73,-21,0.7684210526315789,0.2976190476190476,0.9940476190476191,154,323,536,536,213,-110,0.6574074074074074,0.28677839851024206,0.9981378026070763,1,8,15,15,7,-1,0.7777777777777778,0.0625,0.9375,2,11,19,19,8,-3,0.6666666666666666,0.1,0.95,13.134884,7.226846,269.520473,140.529147,69,1,0,0.0,0,737,3.1904761904761907,0.08928571428571429,0.1130952380952381
at://did:plc:ernjxefnyk2hhwhbd3zblykf/app.bsky.feed.post/3mjf23oelp22m,1,43,82,130,130,48,-34,0.5783132530120482,0.3282442748091603,0.9923664122137404,104,233,361,361,128,-105,0.5470085470085471,0.287292817679558,0.9972375690607734,3,8,11,11,3,-5,0.3333333333333333,0.25,0.9166666666666666,1,1,5,5,4,3,2.0,0.16666666666666666,0.8333333333333334,15.790888,19.141733,126.068337,133.538317,283,1,0,0.0,0,507,2.7557251908396947,0.08396946564885496,0.03816793893129771
at://did:plc:eronyhtcn3eycaxa4k2i4xtf/app.bsky.feed.post/3mjchfbicfs24,1,9,19,32,32,13,-6,0.65,0.2727272727272727,0.9696969696969697,52,95,152,152,57,-38,0.59375,0.33986928104575165,0.9934640522875817,8,20,30,30,10,-10,0.47619047619047616,0.25806451612903225,0.967741935483871,0,1,2,2,1,0,0.5,0.0,0.6666666666666666,50.912135,12.886109,71.585449,795.828204,295,1,0,0.0,0,216,4.606060606060606,0.9090909090909091,0.06060606060606061
at://did:plc:eronyhtcn3eycaxa4k2i4xtf/app.bsky.feed.post/3mjcpbv2fp22g,1,8,23,31,31,8,-15,0.3333333333333333,0.25,0.96875,32,87,127,127,40,-47,0.45454545454545453,0.25,0.9921875,1,2,5,5,3,1,1.0,0.16666666666666666,0.8333333333333334,0,0,0,0,0,0,0.0,0.0,0.0,23.754473,23.89035,235.654728,9999.0,298,1,0,0.0,0,163,3.96875,0.15625,0.0
at://did:plc:etf36zsoofxk32zrk7gps757/app.bsky.feed.post/3mjcrpxbbl222,1,0,1,2,2,1,0,0.5,0.0,0.6666666666666666,1,2,6,6,4,2,1.3333333333333333,0.14285714285714285,0.8571428571428571,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,474.382372,224.804727,9999.0,9999.0,61,1,0,0.0,0,8,2.0,0.0,0.0
at://did:plc:eu5r4klmh4wu3s2rrbak4hnu/app.bsky.feed.post/3mjbvdkeewk2d,1,3,10,17,17,7,-3,0.6363636363636364,0.16666666666666666,0.9444444444444444,19,77,152,152,75,-2,0.9615384615384616,0.12418300653594772,0.9934640522875817,1,8,11,11,3,-5,0.3333333333333333,0.08333333333333333,0.9166666666666666,0,0,0,0,0,0,0.0,0.0,0.0,85.903728,31.906112,242.889367,9999.0,81,1,0,0.0,0,180,8.444444444444445,0.6111111111111112,0.0
at://did:plc:eulimlwohro5sfjmr4afyha4/app.bsky.feed.post/3mjcjq646zs2k,1,0,1,1,1,0,-1,0.0,0.0,0.5,3,8,14,14,6,-2,0.6666666666666666,0.2,0.9333333333333333,0,1,1,1,0,-1,0.0,0.0,0.5,0,0,1,1,1,1,1.0,0.0,0.5,543.645931,108.073812,366.502862,1132.004469,124,0,0,0.0,0,17,7.0,0.5,0.5
at://did:plc:eulynhfqp2tbodmicxgdfyv5/app.bsky.feed.post/3mjcwljnzhc2r,1,10,20,31,31,11,-9,0.5238095238095238,0.3125,0.96875,33,76,118,118,42,-34,0.5454545454545454,0.2773109243697479,0.9915966386554622,0,0,2,2,2,2,2.0,0.0,0.6666666666666666,0,0,0,0,0,0,0.0,0.0,0.0,21.352763,3.766984,911.683094,9999.0,16,1,0,0.0,0,151,3.6875,0.0625,0.0
at://did:plc:eumqriqisquo2rbfnfdtpts5/app.bsky.feed.post/3mjcwtydkfk2c,1,2,6,12,12,6,0,0.8571428571428571,0.15384615384615385,0.9230769230769231,6,17,37,37,20,3,1.1111111111111112,0.15789473684210525,0.9736842105263158,2,3,6,6,3,0,0.75,0.2857142857142857,0.8571428571428571,1,1,1,1,0,-1,0.0,0.5,0.5,83.408375,51.777289,48.727162,183.658424,45,1,0,0.0,0,56,2.8461538461538463,0.46153846153846156,0.07692307692307693
at://did:plc:evyrpstflryhha6tsi2amhyb/app.bsky.feed.post/3mjcmbn3toc2l,1,9,21,26,26,5,-16,0.22727272727272727,0.3333333333333333,0.9629629629629629,27,67,104,104,37,-30,0.5441176470588235,0.2571428571428571,0.9904761904761905,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,28.82393,8.812887,9999.0,9999.0,11,1,0,0.0,0,130,3.8518518518518516,0.0,0.0
