uri,is_viral,repost_5m,repost_15m,repost_30m,repost_60m,repost_15_to_30m,repost_acceleration,repost_velocity_ratio,repost_burst_ratio,repost_growth_30_to_60m,like_5m,like_15m,like_30m,like_60m,like_15_to_30m,like_acceleration,like_velocity_ratio,like_burst_ratio,like_growth_30_to_60m,reply_5m,reply_15m,reply_30m,reply_60m,reply_15_to_30m,reply_acceleration,reply_velocity_ratio,reply_burst_ratio,reply_growth_30_to_60m,quote_5m,quote_15m,quote_30m,quote_60m,quote_15_to_30m,quote_acceleration,quote_velocity_ratio,quote_burst_ratio,quote_growth_30_to_60m,ttf_repost_sec,ttf_like_sec,ttf_reply_sec,ttf_quote_sec,text_len,has_embed,author_followers,author_followers_log,author_is_whale,total_engagement_30m,like_repost_ratio_30m,reply_repost_ratio_30m,quote_repost_ratio_30m
at://did:plc:g4gw244wzxfdfu3sc35ly4ym/app.bsky.feed.post/3mjf64eoxr22o,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,9999.0,9999.0,9999.0,9999.0,31,1,0,0.0,0,0,0.0,0.0,0.0
at://did:plc:nskm4mlmcvrmanpj2hmbs5c4/app.bsky.feed.post/3mjf64fmrgy25,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,9999.0,9999.0,9999.0,9999.0,159,1,0,0.0,0,0,0.0,0.0,0.0
at://did:plc:c4z4cejr3mvpun6zliyqyzhk/app.bsky.feed.post/3mjf64g3z622g,0,1,1,1,1,0,-1,0.0,0.5,0.5,4,5,5,5,0,-5,0.0,0.6666666666666666,0.8333333333333334,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,106.807517,20.774843,9999.0,9999.0,95,0,0,0.0,0,6,2.5,0.0,0.0
at://did:plc:ehp6qz6kmhlaytayh6vptafp/app.bsky.feed.post/3mjf64g3mh524,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,9999.0,9999.0,9999.0,9999.0,132,0,0,0.0,0,0,0.0,0.0,0.0
at://did:plc:oing4g7olwnzpcrkpymkv4lo/app.bsky.feed.post/3mjf64g5w5r27,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,9999.0,9999.0,9999.0,9999.0,211,1,0,0.0,0,0,0.0,0.0,0.0
at://did:plc:ndjyym3ihrqu3g25gdztefrv/app.bsky.feed.post/3mjf64foi4y25,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,9999.0,9999.0,9999.0,9999.0,156,1,0,0.0,0,0,0.0,0.0,0.0
at://did:plc:o6fx2zgj6vbfno37n7nuq2rl/app.bsky.feed.post/3mjf64fknk42v,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,9999.0,9999.0,9999.0,9999.0,107,1,0,0.0,0,0,0.0,0.0,0.0
at://did:plc:yqaxa5nvts5j6woa2psq3qid/app.bsky.feed.post/3mjf64eqljc22,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,9999.0,9999.0,9999.0,9999.0,81,0,0,0.0,0,0,0.0,0.0,0.0
at://did:plc:6i3qdowpzlioyq2bviirta6y/app.bsky.feed.post/3mjf64e4osc2a,0,0,0,0,0,0,0,0.0,0.0,0.0,0,1,1,1,0,-1,0.0,0.0,0.5,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,9999.0,448.391714,9999.0,9999.0,276,1,0,0.0,0,1,1.0,0.0,0.0
at://did:plc:d7gn3nznh27hy7o7e4vg2m6o/app.bsky.feed.post/3mjf63tozj22c,0,1,1,1,1,0,-1,0.0,0.5,0.5,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,107.232284,9999.0,9999.0,9999.0,165,1,0,0.0,0,1,0.0,0.0,0.0
at://did:plc:t5yo24nvlmh62aii3u5queox/app.bsky.feed.post/3mjf64fbizy2l,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,9999.0,9999.0,9999.0,9999.0,81,1,0,0.0,0,0,0.0,0.0,0.0
at://did:plc:lxznsd3ptjw2pciypijjgvj7/app.bsky.feed.post/3mjf64fmbb72h,0,0,0,0,0,0,0,0.0,0.0,0.0,0,1,1,1,0,-1,0.0,0.0,0.5,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,9999.0,417.90486,9999.0,9999.0,71,1,0,0.0,0,1,1.0,0.0,0.0
at://did:plc:utklj2we54dhxjlqdafxtl5x/app.bsky.feed.post/3mjf64fz2rj25,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,9999.0,9999.0,9999.0,9999.0,97,1,0,0.0,0,0,0.0,0.0,0.0
at://did:plc:f5qxblzbhvqmzcxxwqjikbwd/app.bsky.feed.post/3mjf64fj3422r,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,9999.0,9999.0,9999.0,9999.0,131,0,0,0.0,0,0,0.0,0.0,0.0
at://did:plc:l7mcs7wynu4n3efvuhcraasp/app.bsky.feed.post/3mjf64ecyx22i,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,9999.0,9999.0,9999.0,9999.0,94,0,0,0.0,0,0,0.0,0.0,0.0
at://did:plc:2xb72ethft2tdyvbyhsmfi4m/app.bsky.feed.post/3mjf64bqvyk2j,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,9999.0,9999.0,9999.0,9999.0,0,1,0,0.0,0,0,0.0,0.0,0.0
at://did:plc:bdoowpn4sv2eahn5hewqu6rb/app.bsky.feed.post/3mjf64dtnqc2b,0,0,0,0,0,0,0,0.0,0.0,0.0,1,1,1,1,0,-1,0.0,0.5,0.5,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,9999.0,299.868357,9999.0,9999.0,77,1,0,0.0,0,1,1.0,0.0,0.0
at://did:plc:otrgnp4ane6y3spczmpwaw6y/app.bsky.feed.post/3mjf64f5vcc2j,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,1,1,1,1,0,-1,0.0,0.5,0.5,0,0,0,0,0,0,0.0,0.0,0.0,9999.0,9999.0,70.457963,9999.0,62,0,0,0.0,0,1,0.0,1.0,0.0
at://did:plc:yqfmy2p54vqgekrcz5zzykhl/app.bsky.feed.post/3mjf64dlh222o,0,6,11,11,11,0,-11,0.0,0.5,0.9166666666666666,31,52,52,52,0,-52,0.0,0.5849056603773585,0.9811320754716981,0,0,0,0,0,0,0.0,0.0,0.0,1,2,2,2,0,-2,0.0,0.3333333333333333,0.6666666666666666,18.712857,22.650508,9999.0,252.712221,266,1,0,0.0,0,65,4.333333333333333,0.0,0.16666666666666666
at://did:plc:tjowguqcwde7nxljn5gob5p6/app.bsky.feed.post/3mjf647gads2n,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,9999.0,9999.0,9999.0,9999.0,15,1,0,0.0,0,0,0.0,0.0,0.0
at://did:plc:e3qnlvsz6yc5hsenbm23w25r/app.bsky.feed.post/3mjf64fff372g,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,9999.0,9999.0,9999.0,9999.0,61,1,0,0.0,0,0,0.0,0.0,0.0
at://did:plc:dggksuf4y7fq7ub5fdxy4fjv/app.bsky.feed.post/3mjf64elv4s2m,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,9999.0,9999.0,9999.0,9999.0,19,0,0,0.0,0,0,0.0,0.0,0.0
at://did:plc:oezixxyg4tz5obvzjhdz43xu/app.bsky.feed.post/3mjf64gtadcur,0,1,1,1,1,0,-1,0.0,0.5,0.5,1,1,1,1,0,-1,0.0,0.5,0.5,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,3.424447,2.088255,9999.0,9999.0,112,1,0,0.0,0,2,0.5,0.0,0.0
at://did:plc:5cm4nqwpvxn4dkggudroumj5/app.bsky.feed.post/3mjf64fim322s,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,9999.0,9999.0,9999.0,9999.0,59,0,0,0.0,0,0,0.0,0.0,0.0
at://did:plc:gvzwhu73dhdj6u2lfe73fuhd/app.bsky.feed.post/3mjf64foscs22,0,0,0,0,0,0,0,0.0,0.0,0.0,1,1,1,1,0,-1,0.0,0.5,0.5,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,9999.0,39.296232,9999.0,9999.0,43,1,0,0.0,0,1,1.0,0.0,0.0
at://did:plc:yah32rfj33laawvtglc25oxy/app.bsky.feed.post/3mjf6465tes2z,0,0,0,0,0,0,0,0.0,0.0,0.0,0,1,1,1,0,-1,0.0,0.0,0.5,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,9999.0,323.475393,9999.0,9999.0,59,1,0,0.0,0,1,1.0,0.0,0.0
at://did:plc:rbn6ast5o23tgy7brdwwerjv/app.bsky.feed.post/3mjf64fniua2o,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,9999.0,9999.0,9999.0,9999.0,27,0,0,0.0,0,0,0.0,0.0,0.0
at://did:plc:ozuqb3bvo2ilslc6vaehbwqd/app.bsky.feed.post/3mjf64fo3rm2g,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,9999.0,9999.0,9999.0,9999.0,150,1,0,0.0,0,0,0.0,0.0,0.0
at://did:plc:hexku5q37g2pkplzx3nl2d3w/app.bsky.feed.post/3mjf64d6rrc2n,0,0,1,1,1,0,-1,0.0,0.0,0.5,3,4,4,4,0,-4,0.0,0.6,0.8,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,380.981151,172.814658,9999.0,9999.0,109,1,0,0.0,0,5,2.0,0.0,0.0
at://did:plc:zqelpboq4mb3rnkfrqmzjwri/app.bsky.feed.post/3mjf64fhmt22m,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,9999.0,9999.0,9999.0,9999.0,31,0,0,0.0,0,0,0.0,0.0,0.0
at://did:plc:5bwhugbygkastihtd6wn6wwx/app.bsky.feed.post/3mjf64f4pv22o,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,9999.0,9999.0,9999.0,9999.0,156,1,0,0.0,0,0,0.0,0.0,0.0
at://did:plc:hpioxwkkbmbexev43wjiti4d/app.bsky.feed.post/3mjf64f2y5w24,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,9999.0,9999.0,9999.0,9999.0,257,0,0,0.0,0,0,0.0,0.0,0.0
at://did:plc:keibqmradxozzxoyslj4lkko/app.bsky.feed.post/3mjf64ffras2g,0,2,2,2,2,0,-2,0.0,0.6666666666666666,0.6666666666666666,7,9,9,9,0,-9,0.0,0.7,0.9,1,1,1,1,0,-1,0.0,0.5,0.5,0,0,0,0,0,0,0.0,0.0,0.0,31.097753,28.433286,177.61269,9999.0,206,0,0,0.0,0,12,3.0,0.3333333333333333,0.0
at://did:plc:iaptp5exuerhpdmssgjn3tgw/app.bsky.feed.post/3mjf64ez4kj2y,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,9999.0,9999.0,9999.0,9999.0,199,1,0,0.0,0,0,0.0,0.0,0.0
at://did:plc:vrqzmtmih5jrblyeahh65fhk/app.bsky.feed.post/3mjf64f5af32j,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,9999.0,9999.0,9999.0,9999.0,200,1,0,0.0,0,0,0.0,0.0,0.0
at://did:plc:6zw5q4okeg5c7nhfifqdvvti/app.bsky.feed.post/3mjf64exwuk2e,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,5,7,7,7,0,-7,0.0,0.625,0.875,0,0,0,0,0,0,0.0,0.0,0.0,9999.0,9999.0,76.551664,9999.0,126,0,0,0.0,0,7,0.0,7.0,0.0
at://did:plc:lagi2w6cc2po3tgkodqasjjo/app.bsky.feed.post/3mjf64fbp2a2j,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,9999.0,9999.0,9999.0,9999.0,22,0,0,0.0,0,0,0.0,0.0,0.0
at://did:plc:jsvtgqq57iqckiz2ehr3qjz7/app.bsky.feed.post/3mjf647xows2p,0,0,0,0,0,0,0,0.0,0.0,0.0,2,2,2,2,0,-2,0.0,0.6666666666666666,0.6666666666666666,0,1,1,1,0,-1,0.0,0.0,0.5,0,0,0,0,0,0,0.0,0.0,0.0,9999.0,105.757714,396.117567,9999.0,84,1,0,0.0,0,3,2.0,1.0,0.0
at://did:plc:ywmvuzc64nhieavhxy3nsczh/app.bsky.feed.post/3mjf64epnwo2k,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,9999.0,9999.0,9999.0,9999.0,118,1,0,0.0,0,0,0.0,0.0,0.0
at://did:plc:uskfs643xf44khbaf5nv4xle/app.bsky.feed.post/3mjf64f5vvt2f,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,9999.0,9999.0,9999.0,9999.0,132,1,0,0.0,0,0,0.0,0.0,0.0
at://did:plc:nmedxrfu2u34u6otlkbzf5jg/app.bsky.feed.post/3mjf64ej5ac2j,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,9999.0,9999.0,9999.0,9999.0,42,0,0,0.0,0,0,0.0,0.0,0.0
at://did:plc:3cbu2tr56nbpspt5yc7tmwkb/app.bsky.feed.post/3mjf64eih3h2a,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,9999.0,9999.0,9999.0,9999.0,103,1,0,0.0,0,0,0.0,0.0,0.0
at://did:plc:37cykxvrvoxp6f5hlrq2632z/app.bsky.feed.post/3mjf64evufb2d,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,9999.0,9999.0,9999.0,9999.0,103,1,0,0.0,0,0,0.0,0.0,0.0
at://did:plc:l3f5q5dybayekvlznjk3zmun/app.bsky.feed.post/3mjf646b2vc2h,0,0,0,0,0,0,0,0.0,0.0,0.0,1,1,1,1,0,-1,0.0,0.5,0.5,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,9999.0,167.048921,9999.0,9999.0,219,1,0,0.0,0,1,1.0,0.0,0.0
at://did:plc:go4qh564gu5lhbwhj3lg76bx/app.bsky.feed.post/3mjf64earuw2j,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,9999.0,9999.0,9999.0,9999.0,300,1,0,0.0,0,0,0.0,0.0,0.0
at://did:plc:geqm4wgiaxuq5d6ai6pzywe2/app.bsky.feed.post/3mjf64emrh22r,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,9999.0,9999.0,9999.0,9999.0,118,0,0,0.0,0,0,0.0,0.0,0.0
at://did:plc:7ts4dg5dqnwqy4j3pepgqx75/app.bsky.feed.post/3mjf64ed3us2w,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,9999.0,9999.0,9999.0,9999.0,6,0,0,0.0,0,0,0.0,0.0,0.0
at://did:plc:sjan64xwnqphydjipqrgdqvi/app.bsky.feed.post/3mjf64erwjl22,0,1,1,1,1,0,-1,0.0,0.5,0.5,2,2,2,2,0,-2,0.0,0.6666666666666666,0.6666666666666666,1,1,1,1,0,-1,0.0,0.5,0.5,0,0,0,0,0,0,0.0,0.0,0.0,222.989476,207.202827,0.127302,9999.0,59,0,0,0.0,0,4,1.0,0.5,0.0
at://did:plc:xycntwyxu5t27bl27spz6vm6/app.bsky.feed.post/3mjf64dotgs2p,0,0,0,0,0,0,0,0.0,0.0,0.0,1,1,1,1,0,-1,0.0,0.5,0.5,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,9999.0,34.951406,9999.0,9999.0,90,0,0,0.0,0,1,1.0,0.0,0.0
at://did:plc:utklj2we54dhxjlqdafxtl5x/app.bsky.feed.post/3mjf64ette22d,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,9999.0,9999.0,9999.0,9999.0,76,1,0,0.0,0,0,0.0,0.0,0.0
at://did:plc:mhzk3blh4pfxo3fqh2meowbb/app.bsky.feed.post/3mjf64e4rpf2g,0,3,3,3,3,0,-3,0.0,0.75,0.75,10,17,17,17,0,-17,0.0,0.5555555555555556,0.9444444444444444,0,2,2,2,0,-2,0.0,0.0,0.6666666666666666,0,0,0,0,0,0,0.0,0.0,0.0,23.34074,17.195769,335.404648,9999.0,191,1,0,0.0,0,22,4.25,0.5,0.0
at://did:plc:fs6sng5tcrdw2txfqgkdoqdd/app.bsky.feed.post/3mjf64e4uns22,0,0,0,0,0,0,0,0.0,0.0,0.0,1,1,1,1,0,-1,0.0,0.5,0.5,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,9999.0,256.615172,9999.0,9999.0,28,0,0,0.0,0,1,1.0,0.0,0.0
at://did:plc:642zd52d36yxdwshde6edydk/app.bsky.feed.post/3mjf64epm6x2b,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,9999.0,9999.0,9999.0,9999.0,84,0,0,0.0,0,0,0.0,0.0,0.0
at://did:plc:avywsno5a7ntvwn32o7lclne/app.bsky.feed.post/3mjf64dqccs2e,0,0,0,0,0,0,0,0.0,0.0,0.0,2,3,3,3,0,-3,0.0,0.5,0.75,1,2,2,2,0,-2,0.0,0.3333333333333333,0.6666666666666666,0,0,0,0,0,0,0.0,0.0,0.0,9999.0,7.926534,35.439874,9999.0,218,1,0,0.0,0,5,3.0,2.0,0.0
at://did:plc:ebllvicfpwjfimzjxhiem322/app.bsky.feed.post/3mjf64fn7js2u,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,9999.0,9999.0,9999.0,9999.0,248,0,0,0.0,0,0,0.0,0.0,0.0
at://did:plc:qnp44zuahfdq5tdifit32zja/app.bsky.feed.post/3mjf64dxuis25,0,0,0,0,0,0,0,0.0,0.0,0.0,1,1,1,1,0,-1,0.0,0.5,0.5,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,9999.0,202.529707,9999.0,9999.0,36,0,0,0.0,0,1,1.0,0.0,0.0
at://did:plc:plgjd4dkx4aoc32ahy4qqf27/app.bsky.feed.post/3mjf64ejuf62k,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,9999.0,9999.0,9999.0,9999.0,238,1,0,0.0,0,0,0.0,0.0,0.0
at://did:plc:vibhowfcrfi2p5ceqspnzvsl/app.bsky.feed.post/3mjf64dyd5k2y,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,9999.0,9999.0,9999.0,9999.0,60,0,0,0.0,0,0,0.0,0.0,0.0
at://did:plc:3vr3typrwakaab4ymfre6wnh/app.bsky.feed.post/3mjf64cknac2c,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,9999.0,9999.0,9999.0,9999.0,106,0,0,0.0,0,0,0.0,0.0,0.0
at://did:plc:i2rnjpz36sxir5d5vvyu4pwr/app.bsky.feed.post/3mjf64cfnhw2s,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,9999.0,9999.0,9999.0,9999.0,219,1,0,0.0,0,0,0.0,0.0,0.0
at://did:plc:mkqakcs5ouywqtico5r7wveq/app.bsky.feed.post/3mjf64bc4ec2e,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,9999.0,9999.0,9999.0,9999.0,35,1,0,0.0,0,0,0.0,0.0,0.0
at://did:plc:yde6f65eazewsozos42ucs7g/app.bsky.feed.post/3mjf64dy24s2q,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,9999.0,9999.0,9999.0,9999.0,118,1,0,0.0,0,0,0.0,0.0,0.0
at://did:plc:4rnclgmyev5xbutqaucz4ldv/app.bsky.feed.post/3mjf64egniw2h,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,9999.0,9999.0,9999.0,9999.0,26,0,0,0.0,0,0,0.0,0.0,0.0
at://did:plc:no42423iyzd7oripf6nnc25s/app.bsky.feed.post/3mjf64dtpos25,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,9999.0,9999.0,9999.0,9999.0,50,0,0,0.0,0,0,0.0,0.0,0.0
at://did:plc:ebbzmqd3no6ymi4kot3cgta2/app.bsky.feed.post/3mjf64a6ugk2k,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,9999.0,9999.0,9999.0,9999.0,33,0,0,0.0,0,0,0.0,0.0,0.0
at://did:plc:il6pyachdlpj224hhsppqcuz/app.bsky.feed.post/3mjf64yulw2gw,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,9999.0,9999.0,9999.0,9999.0,16,0,0,0.0,0,0,0.0,0.0,0.0
at://did:plc:het2zai5nw6geabg5bxetqzj/app.bsky.feed.post/3mjf64e3jos2a,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,9999.0,9999.0,9999.0,9999.0,4,0,0,0.0,0,0,0.0,0.0,0.0
at://did:plc:mdsyrjmlefbuqhc2dq3gczqo/app.bsky.feed.post/3mjf644sqhs2d,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,1,1,1,1,0,-1,0.0,0.5,0.5,0,0,0,0,0,0,0.0,0.0,0.0,9999.0,9999.0,65.968495,9999.0,41,0,0,0.0,0,1,0.0,1.0,0.0
at://did:plc:ih7xsrfjeetsz53uixrwz3ue/app.bsky.feed.post/3mjf644wcq22a,0,0,0,0,0,0,0,0.0,0.0,0.0,0,2,2,2,0,-2,0.0,0.0,0.6666666666666666,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,9999.0,312.504881,9999.0,9999.0,160,1,0,0.0,0,2,2.0,0.0,0.0
