uri,is_viral,repost_6m,repost_12m,repost_18m,repost_24m,repost_30m,repost_18_to_30m,repost_acceleration,repost_velocity_ratio,repost_burst_ratio,repost_30m_log,like_6m,like_12m,like_18m,like_24m,like_30m,like_18_to_30m,like_acceleration,like_velocity_ratio,like_burst_ratio,like_30m_log,reply_6m,reply_12m,reply_18m,reply_24m,reply_30m,reply_18_to_30m,reply_acceleration,reply_velocity_ratio,reply_burst_ratio,reply_30m_log,quote_6m,quote_12m,quote_18m,quote_24m,quote_30m,quote_18_to_30m,quote_acceleration,quote_velocity_ratio,quote_burst_ratio,quote_30m_log,ttf_repost_sec,ttf_like_sec,ttf_reply_sec,ttf_quote_sec,text_len,has_embed,author_followers,author_follows,author_posts_count,author_followers_log,author_follows_log,author_posts_count_log,author_is_whale,author_ff_ratio,author_prior_post_count,author_prior_post_count_log,author_hist_mean_likes,author_hist_max_likes,author_hist_mean_reposts,author_hist_max_reposts,author_hist_mean_replies,author_hist_max_replies,author_hist_mean_quotes,author_hist_max_quotes,repost_engager_count,repost_engager_followers_max,repost_engager_followers_mean,repost_engager_followers_median,repost_engager_followers_sum,repost_engager_followers_std,repost_engager_reach_log,repost_whale_count,repost_whale_ratio,repost_reach_concentration,like_engager_count,like_engager_followers_max,like_engager_followers_mean,like_engager_followers_median,like_engager_followers_sum,like_engager_followers_std,like_engager_reach_log,like_whale_count,like_whale_ratio,like_reach_concentration,reply_engager_count,reply_engager_followers_max,reply_engager_followers_mean,reply_engager_followers_median,reply_engager_followers_sum,reply_engager_followers_std,reply_engager_reach_log,reply_whale_count,reply_whale_ratio,reply_reach_concentration,quote_engager_count,quote_engager_followers_max,quote_engager_followers_mean,quote_engager_followers_median,quote_engager_followers_sum,quote_engager_followers_std,quote_engager_reach_log,quote_whale_count,quote_whale_ratio,quote_reach_concentration,total_engagement_30m,like_repost_ratio_30m,reply_repost_ratio_30m,quote_repost_ratio_30m,total_engagement_18m,like_repost_ratio_18m,emotion_joy,emotion_moral_outrage,emotion_neutral,emotion_sadness,emotion_anger,emotion_label
at://did:plc:nsbjuds5gt4qp5ax4tktuucv/app.bsky.feed.post/3mjcl5mujtk22,1,0,2,3,8,10,7,4,1.75,0.0,2.3978952727983707,0,3,15,31,46,31,16,1.9375,0.0,3.8501476017100584,0,0,0,0,1,1,1,1.0,0.0,0.6931471805599453,0,0,0,0,0,0,0,0.0,0.0,0.0,442.585307,443.754546,1571.224719,9999.0,150,1,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57,4.181818181818182,0.09090909090909091,0.0,18,3.75,0.22372264,0.20218001,0.00924774,0.5488257,0.016023915,sadness
at://did:plc:nshfxznizaehxihcbswq3ogx/app.bsky.feed.post/3mjdvkotq3c2e,1,2,8,9,12,13,4,-5,0.4,0.14285714285714285,2.6390573296152584,14,41,57,67,76,19,-38,0.3275862068965517,0.18181818181818182,4.343805421853684,0,1,2,2,2,0,-2,0.0,0.0,1.0986122886681098,0,1,1,1,1,0,-1,0.0,0.0,0.6931471805599453,62.101747,13.667267,507.88095,476.880449,253,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92,5.428571428571429,0.14285714285714285,0.07142857142857142,69,5.7,0.31406534,0.54924506,0.0076726135,0.0041181576,0.12489875,moral_outrage
at://did:plc:nshnchvy2tqymwjrswjmx5zy/app.bsky.feed.post/3mjcdfezirc2d,1,10,18,24,30,36,12,-12,0.48,0.2702702702702703,3.6109179126442243,29,51,62,77,93,31,-31,0.49206349206349204,0.30851063829787234,4.543294782270004,1,1,1,1,1,0,-1,0.0,0.5,0.6931471805599453,0,0,0,0,0,0,0,0.0,0.0,0.0,9.027632,7.405163,214.929913,9999.0,2,1,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130,2.5135135135135136,0.02702702702702703,0.0,87,2.48,0.092242196,0.02092635,0.85255593,0.01993105,0.0143444855,neutral
at://did:plc:nsjn5q2m362opxzmw25gefm3/app.bsky.feed.post/3mjd7dvm7xk2f,1,0,1,1,1,1,0,-1,0.0,0.0,0.6931471805599453,3,5,7,10,14,7,0,0.875,0.2,2.70805020110221,0,0,0,0,2,2,2,2.0,0.0,1.0986122886681098,0,0,0,0,0,0,0,0.0,0.0,0.0,685.096317,35.143682,1567.385205,9999.0,155,1,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,7.0,1.0,0.0,8,3.5,0.99007905,0.0014687944,0.0015656027,0.0030462497,0.0038402765,joy
at://did:plc:ntid2m2nrwmyq7xhwk5ubymr/app.bsky.feed.post/3mjcfestbbk2o,1,1,1,2,4,7,5,3,1.6666666666666667,0.125,2.0794415416798357,2,5,6,8,15,9,3,1.2857142857142858,0.125,2.772588722239781,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,328.917436,93.806867,9999.0,9999.0,299,1,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,1.875,0.0,0.0,8,2.0,0.013724009,0.011762132,0.9692758,0.0034981922,0.0017398703,neutral
at://did:plc:nuhj475samw2drigewuw6lqf/app.bsky.feed.post/3mjd4qzauak2w,1,0,0,0,1,1,1,1,1.0,0.0,0.6931471805599453,1,1,2,3,3,1,-1,0.3333333333333333,0.25,1.3862943611198906,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,1178.725787,71.382891,9999.0,9999.0,172,1,0,0,0,0.0,0.0,0.0,0,0.0,1,0.6931471805599453,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,1.5,0.0,0.0,2,2.0,0.95807,0.00850606,0.026323214,0.0044137943,0.002686957,joy
at://did:plc:nvfposmpmhegtyvhbs75s3pw/app.bsky.feed.post/3mjcli467h22x,1,124,203,259,308,362,103,-156,0.39615384615384613,0.3415977961432507,5.8944028342648505,901,1546,1976,2310,2632,656,-1320,0.3318158826504805,0.34219521458412455,7.87587915949631,84,153,185,214,239,54,-131,0.2903225806451613,0.35,5.480638923341991,0,0,0,0,0,0,0,0.0,0.0,0.0,14.659332,7.404525,38.705858,9999.0,217,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,362.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2632.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,221.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3233,7.25068870523416,0.6584022038567493,0.0,2420,7.6,0.1267344,0.14054017,0.6001419,0.0349116,0.09767194,neutral
at://did:plc:nvfposmpmhegtyvhbs75s3pw/app.bsky.feed.post/3mjcqko2luk2e,1,115,184,233,276,299,66,-167,0.28205128205128205,0.38333333333333336,5.703782474656201,871,1528,1938,2291,2540,602,-1336,0.3104693140794224,0.3427784336875246,7.840312983320164,45,87,110,126,144,34,-76,0.3063063063063063,0.3103448275862069,4.976733742420574,0,0,0,0,0,0,0,0.0,0.0,0.0,16.717185,6.440514,58.815728,9999.0,170,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,299.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2540.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2983,8.466666666666667,0.48,0.0,2281,8.282051282051283,0.011473481,0.015689313,0.9661718,0.004466091,0.0021993238,neutral
at://did:plc:nvfposmpmhegtyvhbs75s3pw/app.bsky.feed.post/3mjd3klrb4s2r,1,241,441,596,747,866,270,-326,0.45226130653266333,0.2779700115340254,6.7650389767805414,1725,3059,4130,5205,6202,2072,-2058,0.5015734688937303,0.2780912461712075,8.732788324973118,21,34,41,55,68,27,-14,0.6428571428571429,0.30434782608695654,4.23410650459726,0,0,0,0,0,0,0,0.0,0.0,0.0,6.289955,4.367187,14.488175,9999.0,76,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,866.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6202.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7136,7.153402537485582,0.0784313725490196,0.0,4767,6.917922948073702,0.47550207,0.11520283,0.003553617,0.011550134,0.3941913,joy
at://did:plc:nvlavskcrqwwedihad3tuzvm/app.bsky.feed.post/3mjcqpjplhs2i,1,0,1,1,2,3,2,1,1.0,0.0,1.3862943611198906,4,10,25,46,56,31,6,1.1923076923076923,0.07017543859649122,4.04305126783455,0,1,2,4,4,2,0,0.6666666666666666,0.0,1.6094379124341003,0,0,0,1,2,2,2,2.0,0.0,1.0986122886681098,522.118666,17.13164,671.776584,1245.69645,300,1,0,0,0,0.0,0.0,0.0,0,0.0,1,0.6931471805599453,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65,14.0,1.0,0.5,28,12.5,0.17216349,0.010295361,0.81061006,0.0048819464,0.002049122,neutral
at://did:plc:nvmz5l7yw72s7detsiijo2e7/app.bsky.feed.post/3mjdel5sgh22e,1,16,25,29,32,35,6,-23,0.2,0.4444444444444444,3.58351893845611,44,77,106,134,157,51,-55,0.4766355140186916,0.27848101265822783,5.062595033026967,1,1,1,1,1,0,-1,0.0,0.5,0.6931471805599453,0,0,0,0,0,0,0,0.0,0.0,0.0,12.535259,9.412435,126.556404,9999.0,2,1,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,157.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,193,4.361111111111111,0.027777777777777776,0.0,136,3.533333333333333,0.038419463,0.010431692,0.92353857,0.018808778,0.008801548,neutral
at://did:plc:nwclkkvsxbzaroxwag4uvlov/app.bsky.feed.post/3mjcp2efsqs2l,1,7,14,25,37,48,23,-2,0.8846153846153846,0.14285714285714285,3.8918202981106265,23,52,77,114,138,61,-16,0.782051282051282,0.16546762589928057,4.9344739331306915,2,3,3,3,3,0,-3,0.0,0.5,1.3862943611198906,1,1,1,1,2,1,0,0.5,0.3333333333333333,1.0986122886681098,43.872013,22.326115,0.00169,210.506191,283,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,191,2.816326530612245,0.061224489795918366,0.04081632653061224,106,2.9615384615384617,0.0031173583,0.9798064,0.011682593,0.002674185,0.0027194906,moral_outrage
at://did:plc:nwdfltgfr2uc4kn3l3gqf5kx/app.bsky.feed.post/3mjcm3xtwyk2g,1,30,57,77,91,111,34,-43,0.4358974358974359,0.26785714285714285,4.718498871295094,126,231,299,352,408,109,-190,0.36333333333333334,0.3080684596577017,6.013715156042802,4,11,14,18,24,10,-4,0.6666666666666666,0.16,3.2188758248682006,3,6,6,6,10,4,-2,0.5714285714285714,0.2727272727272727,2.3978952727983707,17.373858,15.491511,52.570408,100.437241,247,1,0,0,0,0.0,0.0,0.0,0,0.0,1,0.6931471805599453,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,111.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,408.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,553,3.642857142857143,0.21428571428571427,0.08928571428571429,396,3.8333333333333335,0.002096036,0.9874773,0.0040463773,0.0040019993,0.0023782502,moral_outrage
at://did:plc:nwszuegdifzrm2vmeujv5yee/app.bsky.feed.post/3mjc5e7jvyk2j,1,10,14,22,24,29,7,-15,0.30434782608695654,0.3333333333333333,3.4011973816621555,26,48,64,81,98,34,-30,0.5230769230769231,0.26262626262626265,4.59511985013459,1,6,7,7,8,1,-6,0.125,0.1111111111111111,2.1972245773362196,0,1,1,1,1,0,-1,0.0,0.0,0.6931471805599453,25.003874,20.34091,93.212153,533.518364,219,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136,3.2666666666666666,0.26666666666666666,0.03333333333333333,94,2.782608695652174,0.0026680809,0.97474957,0.005176897,0.012605399,0.0048001045,moral_outrage
at://did:plc:nwszuegdifzrm2vmeujv5yee/app.bsky.feed.post/3mjcemne46223,1,1,3,4,5,15,11,7,2.2,0.0625,2.772588722239781,6,14,20,28,58,38,18,1.8095238095238095,0.1016949152542373,4.07753744390572,0,0,0,0,3,3,3,3.0,0.0,1.3862943611198906,0,1,1,2,2,1,0,0.5,0.0,1.0986122886681098,187.131002,184.948398,1530.899227,699.306963,77,1,0,0,0,0.0,0.0,0.0,0,0.0,1,0.6931471805599453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78,3.625,0.1875,0.125,25,4.0,0.007085972,0.011404834,0.9735606,0.006151135,0.0017974133,neutral
at://did:plc:nx2hxdrsv3mivqwwvkq7xlqx/app.bsky.feed.post/3mjcgzrfbp22k,1,37,78,148,228,361,213,65,1.429530201342282,0.10220994475138122,5.8916442118257715,122,259,533,836,1306,773,240,1.4475655430711611,0.09334353481254781,7.175489713624222,13,22,34,37,57,23,-11,0.6571428571428571,0.22413793103448276,4.060443010546419,3,6,11,18,33,22,11,1.8333333333333333,0.08823529411764706,3.5263605246161616,17.69836,10.145354,70.088748,56.119583,85,1,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,361.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1306.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1757,3.6077348066298343,0.1574585635359116,0.09116022099447514,726,3.577181208053691,0.26090807,0.45516434,0.01279347,0.10279653,0.16833751,moral_outrage
at://did:plc:nx2kxyxako6sobj4g4pdkl6s/app.bsky.feed.post/3mjbxznv65s23,1,16,32,55,72,83,28,-27,0.5,0.19047619047619047,4.430816798843313,62,105,184,231,260,76,-108,0.41081081081081083,0.23754789272030652,5.564520407322694,11,19,33,40,55,22,-11,0.6470588235294118,0.19642857142857142,4.02535169073515,0,0,0,0,0,0,0,0.0,0.0,0.0,47.394372,16.811296,84.584266,9999.0,210,1,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,260.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,398,3.0952380952380953,0.6547619047619048,0.0,272,3.2857142857142856,0.0062140473,0.053088434,0.9279647,0.009464476,0.0032683674,neutral
at://did:plc:nx2r3sn7d6cht2pmjewqqed3/app.bsky.feed.post/3mjcgahrb2k2m,1,10,14,22,25,31,9,-13,0.391304347826087,0.3125,3.4657359027997265,17,38,56,69,89,33,-23,0.5789473684210527,0.18888888888888888,4.499809670330265,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,104.419006,22.16266,9999.0,9999.0,8,1,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120,2.78125,0.0,0.0,78,2.4347826086956523,0.092128806,0.8634937,0.015040263,0.007298663,0.022038603,moral_outrage
at://did:plc:nx7znvoex7ev3wcxn3tipovm/app.bsky.feed.post/3mjcjc3kuk22b,1,25,38,44,49,54,10,-34,0.2222222222222222,0.45454545454545453,4.007333185232471,141,239,311,359,400,89,-222,0.28525641025641024,0.3516209476309227,5.993961427306569,1,2,2,6,6,4,2,1.3333333333333333,0.14285714285714285,1.9459101490553132,2,2,3,4,4,1,-2,0.25,0.4,1.6094379124341003,13.679512,9.643097,284.379167,39.267942,266,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,464,7.2727272727272725,0.10909090909090909,0.07272727272727272,360,6.911111111111111,0.9898751,0.002162955,0.0030459473,0.0022753535,0.0026406094,joy
at://did:plc:nx7znvoex7ev3wcxn3tipovm/app.bsky.feed.post/3mjd3zoxj4k25,1,17,30,36,46,50,14,-22,0.3783783783783784,0.3333333333333333,3.9318256327243257,176,282,337,391,435,98,-239,0.28994082840236685,0.4036697247706422,6.077642243349034,6,8,9,9,10,1,-8,0.1,0.5454545454545454,2.3978952727983707,2,2,2,2,2,0,-2,0.0,0.6666666666666666,1.0986122886681098,12.22223,7.532235,61.477087,93.414085,234,1,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,435.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,497,8.529411764705882,0.19607843137254902,0.0392156862745098,384,9.108108108108109,0.92756677,0.008827314,0.058410507,0.0028127534,0.0023826244,joy
at://did:plc:nx7znvoex7ev3wcxn3tipovm/app.bsky.feed.post/3mjdbkycwp22e,1,20,30,40,45,54,14,-26,0.34146341463414637,0.36363636363636365,4.007333185232471,164,245,295,342,387,92,-203,0.3108108108108108,0.422680412371134,5.961005339623274,2,4,4,5,6,2,-2,0.4,0.2857142857142857,1.9459101490553132,0,2,3,7,9,6,3,1.5,0.0,2.302585092994046,12.001228,6.498784,25.654001,583.221847,95,1,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,387.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,456,7.036363636363636,0.10909090909090909,0.16363636363636364,342,7.195121951219512,0.79240704,0.006244594,0.1948546,0.00352863,0.0029650917,joy
at://did:plc:nx7znvoex7ev3wcxn3tipovm/app.bsky.feed.post/3mjdfrtf3m22z,1,82,129,161,198,231,70,-91,0.43209876543209874,0.35344827586206895,5.44673737166631,531,1001,1351,1658,1872,521,-830,0.3853550295857988,0.28350240256273357,7.5352967024440884,11,17,23,33,40,17,-6,0.7083333333333334,0.2682926829268293,3.713572066704308,4,15,23,29,33,10,-13,0.4166666666666667,0.11764705882352941,3.5263605246161616,13.870036,8.09998,122.257066,235.131421,143,1,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,231.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1872.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2176,8.068965517241379,0.1724137931034483,0.14224137931034483,1558,8.339506172839506,0.97597027,0.010545677,0.00735536,0.002235821,0.0038928725,joy
at://did:plc:nxb36xbu3fmz476orupk4p6q/app.bsky.feed.post/3mjd43uin7s2k,1,28,65,83,93,104,21,-62,0.25,0.26666666666666666,4.653960350157523,150,305,395,453,511,116,-279,0.29292929292929293,0.29296875,6.238324625039508,5,16,26,29,31,5,-21,0.18518518518518517,0.15625,3.4657359027997265,1,3,3,3,4,1,-2,0.25,0.2,1.6094379124341003,62.19894,11.024621,72.02828,179.585499,284,1,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,511.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,650,4.866666666666666,0.29523809523809524,0.0380952380952381,507,4.7023809523809526,0.23931646,0.7277813,0.009319309,0.007020048,0.016562866,moral_outrage
at://did:plc:nxb36xbu3fmz476orupk4p6q/app.bsky.feed.post/3mjdbjmf4ek2k,1,37,70,89,104,118,29,-60,0.32222222222222224,0.31092436974789917,4.77912349311153,195,380,531,639,722,191,-340,0.35902255639097747,0.2697095435684647,6.583409222158765,4,7,11,11,11,0,-11,0.0,0.3333333333333333,2.4849066497880004,0,0,0,1,2,2,2,2.0,0.0,1.0986122886681098,11.0852,12.251469,114.023453,1132.580036,35,1,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,722.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,853,6.067226890756302,0.09243697478991597,0.01680672268907563,631,5.9,0.0060841753,0.005905244,0.9800506,0.005519655,0.0024402437,neutral
at://did:plc:nxeyoezazg2534vaiyj6i32r/app.bsky.feed.post/3mjbquvetz22l,1,2,7,9,11,17,8,-1,0.8,0.1111111111111111,2.8903717578961645,3,9,12,14,18,6,-6,0.46153846153846156,0.15789473684210525,2.9444389791664403,0,2,3,3,5,2,-1,0.5,0.0,1.791759469228055,0,1,1,1,1,0,-1,0.0,0.0,0.6931471805599453,117.518622,80.189879,440.312447,470.096411,259,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41,1.0,0.2777777777777778,0.05555555555555555,25,1.2,0.5381587,0.034109965,0.411207,0.011568613,0.0049557313,joy
